%
(G-code output for Bezier Surface generated from given 4x4 matrix)
(Generated by HARISHKUMAR LAXMIKANT GAJAKOSH)
(As a part of COMPUTER INTEGRATED MANUFACTURING Project)
(Guided By Prof RAKESH LINGAM
(Creation date: 22-May-2022 21:59:42)
(Spindle Speed	= 12000 RPM)
(Tool	= 1)
N1 G90
N2 G21
N3 	G00 	X1.00000 	Y5.00000 	Z2.50000 	F100
N4 	G01 	X1.00000 	Y5.00000 	Z1.00000
N3080 	G01 	X9.91443 	Y21.84738 	Z2.09365
N3081 	G01 	X10.48750 	Y21.84738 	Z2.07315
N3082 	G01 	X11.06214 	Y21.84738 	Z2.05245
N3083 	G01 	X11.63833 	Y21.84738 	Z2.03161
N3084 	G01 	X12.21600 	Y21.84738 	Z2.01072
N3085 	G01 	X12.79511 	Y21.84738 	Z1.98985
N3086 	G01 	X13.37562 	Y21.84738 	Z1.96908
N3087 	G01 	X13.95746 	Y21.84738 	Z1.94848
N3088 	G01 	X14.54061 	Y21.84738 	Z1.92814
N3089 	G01 	X15.12500 	Y21.84738 	Z1.90812
N3090 	G01 	X15.71059 	Y21.84738 	Z1.88850
N3091 	G01 	X16.29734 	Y21.84738 	Z1.86937
N3092 	G01 	X16.88518 	Y21.84738 	Z1.85079
N3093 	G01 	X17.47409 	Y21.84738 	Z1.83285
N3094 	G01 	X18.06400 	Y21.84738 	Z1.81563
N3095 	G01 	X18.65487 	Y21.84738 	Z1.79919
N3096 	G01 	X19.24666 	Y21.84738 	Z1.78361
N3097 	G01 	X19.83930 	Y21.84738 	Z1.76898
N3098 	G01 	X20.43277 	Y21.84738 	Z1.75536
N3099 	G01 	X21.02700 	Y21.84738 	Z1.74284
N3100 	G01 	X21.62195 	Y21.84738 	Z1.73149
N3101 	G01 	X22.21758 	Y21.84738 	Z1.72139
N3102 	G01 	X22.81382 	Y21.84738 	Z1.71262
N3103 	G01 	X23.41065 	Y21.84738 	Z1.70525
N3104 	G01 	X24.00800 	Y21.84738 	Z1.69935
N3105 	G01 	X24.60583 	Y21.84738 	Z1.69502
N3106 	G01 	X25.20410 	Y21.84738 	Z1.69231
N3107 	G01 	X25.80274 	Y21.84738 	Z1.69131
N3108 	G01 	X26.40173 	Y21.84738 	Z1.69210
N3109 	G01 	X27.00100 	Y21.84738 	Z1.69475
N3110 	G01 	X27.60051 	Y21.84738 	Z1.69934
N3111 	G01 	X28.20022 	Y21.84738 	Z1.70595
N3112 	G01 	X28.80006 	Y21.84738 	Z1.71464
N3113 	G01 	X29.40001 	Y21.84738 	Z1.72551
N3114 	G01 	X30.00000 	Y21.84738 	Z1.73862

N3115 	G01 	X30.00000 	Y22.12816 	Z1.73490
N3116 	G01 	X29.40001 	Y22.12816 	Z1.72201
N3117 	G01 	X28.80006 	Y22.12816 	Z1.71130
N3118 	G01 	X28.20022 	Y22.12816 	Z1.70270
N3119 	G01 	X27.60051 	Y22.12816 	Z1.69615
N3120 	G01 	X27.00100 	Y22.12816 	Z1.69155
N3121 	G01 	X26.40173 	Y22.12816 	Z1.68885
N3122 	G01 	X25.80274 	Y22.12816 	Z1.68797
N3123 	G01 	X25.20410 	Y22.12816 	Z1.68884
N3124 	G01 	X24.60583 	Y22.12816 	Z1.69138
N3125 	G01 	X24.00800 	Y22.12816 	Z1.69553
N3126 	G01 	X23.41065 	Y22.12816 	Z1.70121
N3127 	G01 	X22.81382 	Y22.12816 	Z1.70834
N3128 	G01 	X22.21758 	Y22.12816 	Z1.71685
N3129 	G01 	X21.62195 	Y22.12816 	Z1.72668
N3130 	G01 	X21.02700 	Y22.12816 	Z1.73775
N3131 	G01 	X20.43277 	Y22.12816 	Z1.74998
N3132 	G01 	X19.83930 	Y22.12816 	Z1.76330
N3133 	G01 	X19.24666 	Y22.12816 	Z1.77765
N3134 	G01 	X18.65487 	Y22.12816 	Z1.79295
N3135 	G01 	X18.06400 	Y22.12816 	Z1.80911
N3136 	G01 	X17.47409 	Y22.12816 	Z1.82609
N3137 	G01 	X16.88518 	Y22.12816 	Z1.84379
N3138 	G01 	X16.29734 	Y22.12816 	Z1.86215
N3139 	G01 	X15.71059 	Y22.12816 	Z1.88109
N3140 	G01 	X15.12500 	Y22.12816 	Z1.90055
N3141 	G01 	X14.54061 	Y22.12816 	Z1.92044
N3142 	G01 	X13.95746 	Y22.12816 	Z1.94070
N3143 	G01 	X13.37562 	Y22.12816 	Z1.96126
N3144 	G01 	X12.79511 	Y22.12816 	Z1.98203
N3145 	G01 	X12.21600 	Y22.12816 	Z2.00295
N3146 	G01 	X11.63833 	Y22.12816 	Z2.02395
N3147 	G01 	X11.06214 	Y22.12816 	Z2.04496
N3148 	G01 	X10.48750 	Y22.12816 	Z2.06589
N3149 	G01 	X9.91443 	Y22.12816 	Z2.08668
N3150 	G01 	X9.34300 	Y22.12816 	Z2.10725
N3151 	G01 	X8.77325 	Y22.12816 	Z2.12754
N3152 	G01 	X8.20522 	Y22.12816 	Z2.14746
N3153 	G01 	X7.63898 	Y22.12816 	Z2.16696
N3154 	G01 	X7.07455 	Y22.12816 	Z2.18594
N3155 	G01 	X6.51200 	Y22.12816 	Z2.20435
N3156 	G01 	X5.95137 	Y22.12816 	Z2.22211
N3157 	G01 	X5.39270 	Y22.12816 	Z2.23914
N3158 	G01 	X4.83606 	Y22.12816 	Z2.25537
N3159 	G01 	X4.28147 	Y22.12816 	Z2.27074
N3160 	G01 	X3.72900 	Y22.12816 	Z2.28516
N3161 	G01 	X3.17869 	Y22.12816 	Z2.29857
N3162 	G01 	X2.63058 	Y22.12816 	Z2.31089
N3163 	G01 	X2.08474 	Y22.12816 	Z2.32205
N3164 	G01 	X1.54119 	Y22.12816 	Z2.33198
N3165 	G01 	X1.00000 	Y22.12816 	Z2.34060

N3166 	G01 	X1.00000 	Y22.40895 	Z2.35007
N3167 	G01 	X1.54119 	Y22.40895 	Z2.33956
N3168 	G01 	X2.08474 	Y22.40895 	Z2.32789
N3169 	G01 	X2.63058 	Y22.40895 	Z2.31510
N3170 	G01 	X3.17869 	Y22.40895 	Z2.30128
N3171 	G01 	X3.72900 	Y22.40895 	Z2.28648
N3172 	G01 	X4.28147 	Y22.40895 	Z2.27079
N3173 	G01 	X4.83606 	Y22.40895 	Z2.25427
N3174 	G01 	X5.39270 	Y22.40895 	Z2.23698
N3175 	G01 	X5.95137 	Y22.40895 	Z2.21900
N3176 	G01 	X6.51200 	Y22.40895 	Z2.20039
N3177 	G01 	X7.07455 	Y22.40895 	Z2.18122
N3178 	G01 	X7.63898 	Y22.40895 	Z2.16157
N3179 	G01 	X8.20522 	Y22.40895 	Z2.14149
N3180 	G01 	X8.77325 	Y22.40895 	Z2.12106
N3181 	G01 	X9.34300 	Y22.40895 	Z2.10035
N3182 	G01 	X9.91443 	Y22.40895 	Z2.07943
N3183 	G01 	X10.48750 	Y22.40895 	Z2.05836
N3184 	G01 	X11.06214 	Y22.40895 	Z2.03722
N3185 	G01 	X11.63833 	Y22.40895 	Z2.01606
N3186 	G01 	X12.21600 	Y22.40895 	Z1.99497
N3187 	G01 	X12.79511 	Y22.40895 	Z1.97400
N3188 	G01 	X13.37562 	Y22.40895 	Z1.95324
N3189 	G01 	X13.95746 	Y22.40895 	Z1.93274
N3190 	G01 	X14.54061 	Y22.40895 	Z1.91257
N3191 	G01 	X15.12500 	Y22.40895 	Z1.89281
N3192 	G01 	X15.71059 	Y22.40895 	Z1.87352
N3193 	G01 	X16.29734 	Y22.40895 	Z1.85477
N3194 	G01 	X16.88518 	Y22.40895 	Z1.83663
N3195 	G01 	X17.47409 	Y22.40895 	Z1.81917
N3196 	G01 	X18.06400 	Y22.40895 	Z1.80245
N3197 	G01 	X18.65487 	Y22.40895 	Z1.78655
N3198 	G01 	X19.24666 	Y22.40895 	Z1.77154
N3199 	G01 	X19.83930 	Y22.40895 	Z1.75747
N3200 	G01 	X20.43277 	Y22.40895 	Z1.74443
N3201 	G01 	X21.02700 	Y22.40895 	Z1.73248
N3202 	G01 	X21.62195 	Y22.40895 	Z1.72168
N3203 	G01 	X22.21758 	Y22.40895 	Z1.71212
N3204 	G01 	X22.81382 	Y22.40895 	Z1.70385
N3205 	G01 	X23.41065 	Y22.40895 	Z1.69694
N3206 	G01 	X24.00800 	Y22.40895 	Z1.69147
N3207 	G01 	X24.60583 	Y22.40895 	Z1.68750
N3208 	G01 	X25.20410 	Y22.40895 	Z1.68510
N3209 	G01 	X25.80274 	Y22.40895 	Z1.68433
N3210 	G01 	X26.40173 	Y22.40895 	Z1.68528
N3211 	G01 	X27.00100 	Y22.40895 	Z1.68800
N3212 	G01 	X27.60051 	Y22.40895 	Z1.69257
N3213 	G01 	X28.20022 	Y22.40895 	Z1.69905
N3214 	G01 	X28.80006 	Y22.40895 	Z1.70751
N3215 	G01 	X29.40001 	Y22.40895 	Z1.71802
N3216 	G01 	X30.00000 	Y22.40895 	Z1.73066

N3217 	G01 	X30.00000 	Y22.68974 	Z1.72588
N3218 	G01 	X29.40001 	Y22.68974 	Z1.71355
N3219 	G01 	X28.80006 	Y22.68974 	Z1.70327
N3220 	G01 	X28.20022 	Y22.68974 	Z1.69498
N3221 	G01 	X27.60051 	Y22.68974 	Z1.68861
N3222 	G01 	X27.00100 	Y22.68974 	Z1.68410
N3223 	G01 	X26.40173 	Y22.68974 	Z1.68139
N3224 	G01 	X25.80274 	Y22.68974 	Z1.68040
N3225 	G01 	X25.20410 	Y22.68974 	Z1.68108
N3226 	G01 	X24.60583 	Y22.68974 	Z1.68336
N3227 	G01 	X24.00800 	Y22.68974 	Z1.68718
N3228 	G01 	X23.41065 	Y22.68974 	Z1.69247
N3229 	G01 	X22.81382 	Y22.68974 	Z1.69916
N3230 	G01 	X22.21758 	Y22.68974 	Z1.70720
N3231 	G01 	X21.62195 	Y22.68974 	Z1.71652
N3232 	G01 	X21.02700 	Y22.68974 	Z1.72705
N3233 	G01 	X20.43277 	Y22.68974 	Z1.73873
N3234 	G01 	X19.83930 	Y22.68974 	Z1.75149
N3235 	G01 	X19.24666 	Y22.68974 	Z1.76527
N3236 	G01 	X18.65487 	Y22.68974 	Z1.78001
N3237 	G01 	X18.06400 	Y22.68974 	Z1.79564
N3238 	G01 	X17.47409 	Y22.68974 	Z1.81210
N3239 	G01 	X16.88518 	Y22.68974 	Z1.82932
N3240 	G01 	X16.29734 	Y22.68974 	Z1.84724
N3241 	G01 	X15.71059 	Y22.68974 	Z1.86579
N3242 	G01 	X15.12500 	Y22.68974 	Z1.88491
N3243 	G01 	X14.54061 	Y22.68974 	Z1.90453
N3244 	G01 	X13.95746 	Y22.68974 	Z1.92459
N3245 	G01 	X13.37562 	Y22.68974 	Z1.94503
N3246 	G01 	X12.79511 	Y22.68974 	Z1.96578
N3247 	G01 	X12.21600 	Y22.68974 	Z1.98677
N3248 	G01 	X11.63833 	Y22.68974 	Z2.00795
N3249 	G01 	X11.06214 	Y22.68974 	Z2.02924
N3250 	G01 	X10.48750 	Y22.68974 	Z2.05058
N3251 	G01 	X9.91443 	Y22.68974 	Z2.07191
N3252 	G01 	X9.34300 	Y22.68974 	Z2.09317
N3253 	G01 	X8.77325 	Y22.68974 	Z2.11428
N3254 	G01 	X8.20522 	Y22.68974 	Z2.13519
N3255 	G01 	X7.63898 	Y22.68974 	Z2.15583
N3256 	G01 	X7.07455 	Y22.68974 	Z2.17613
N3257 	G01 	X6.51200 	Y22.68974 	Z2.19604
N3258 	G01 	X5.95137 	Y22.68974 	Z2.21548
N3259 	G01 	X5.39270 	Y22.68974 	Z2.23439
N3260 	G01 	X4.83606 	Y22.68974 	Z2.25271
N3261 	G01 	X4.28147 	Y22.68974 	Z2.27037
N3262 	G01 	X3.72900 	Y22.68974 	Z2.28731
N3263 	G01 	X3.17869 	Y22.68974 	Z2.30347
N3264 	G01 	X2.63058 	Y22.68974 	Z2.31877
N3265 	G01 	X2.08474 	Y22.68974 	Z2.33316
N3266 	G01 	X1.54119 	Y22.68974 	Z2.34657
N3267 	G01 	X1.00000 	Y22.68974 	Z2.35893

N3268 	G01 	X1.00000 	Y22.97053 	Z2.36717
N3269 	G01 	X1.54119 	Y22.97053 	Z2.35297
N3270 	G01 	X2.08474 	Y22.97053 	Z2.33786
N3271 	G01 	X2.63058 	Y22.97053 	Z2.32189
N3272 	G01 	X3.17869 	Y22.97053 	Z2.30513
N3273 	G01 	X3.72900 	Y22.97053 	Z2.28764
N3274 	G01 	X4.28147 	Y22.97053 	Z2.26948
N3275 	G01 	X4.83606 	Y22.97053 	Z2.25070
N3276 	G01 	X5.39270 	Y22.97053 	Z2.23137
N3277 	G01 	X5.95137 	Y22.97053 	Z2.21155
N3278 	G01 	X6.51200 	Y22.97053 	Z2.19130
N3279 	G01 	X7.07455 	Y22.97053 	Z2.17068
N3280 	G01 	X7.63898 	Y22.97053 	Z2.14975
N3281 	G01 	X8.20522 	Y22.97053 	Z2.12857
N3282 	G01 	X8.77325 	Y22.97053 	Z2.10720
N3283 	G01 	X9.34300 	Y22.97053 	Z2.08570
N3284 	G01 	X9.91443 	Y22.97053 	Z2.06413
N3285 	G01 	X10.48750 	Y22.97053 	Z2.04255
N3286 	G01 	X11.06214 	Y22.97053 	Z2.02102
N3287 	G01 	X11.63833 	Y22.97053 	Z1.99961
N3288 	G01 	X12.21600 	Y22.97053 	Z1.97837
N3289 	G01 	X12.79511 	Y22.97053 	Z1.95736
N3290 	G01 	X13.37562 	Y22.97053 	Z1.93664
N3291 	G01 	X13.95746 	Y22.97053 	Z1.91628
N3292 	G01 	X14.54061 	Y22.97053 	Z1.89633
N3293 	G01 	X15.12500 	Y22.97053 	Z1.87685
N3294 	G01 	X15.71059 	Y22.97053 	Z1.85791
N3295 	G01 	X16.29734 	Y22.97053 	Z1.83957
N3296 	G01 	X16.88518 	Y22.97053 	Z1.82188
N3297 	G01 	X17.47409 	Y22.97053 	Z1.80490
N3298 	G01 	X18.06400 	Y22.97053 	Z1.78870
N3299 	G01 	X18.65487 	Y22.97053 	Z1.77334
N3300 	G01 	X19.24666 	Y22.97053 	Z1.75887
N3301 	G01 	X19.83930 	Y22.97053 	Z1.74537
N3302 	G01 	X20.43277 	Y22.97053 	Z1.73287
N3303 	G01 	X21.02700 	Y22.97053 	Z1.72146
N3304 	G01 	X21.62195 	Y22.97053 	Z1.71118
N3305 	G01 	X22.21758 	Y22.97053 	Z1.70210
N3306 	G01 	X22.81382 	Y22.97053 	Z1.69428
N3307 	G01 	X23.41065 	Y22.97053 	Z1.68778
N3308 	G01 	X24.00800 	Y22.97053 	Z1.68266
N3309 	G01 	X24.60583 	Y22.97053 	Z1.67898
N3310 	G01 	X25.20410 	Y22.97053 	Z1.67680
N3311 	G01 	X25.80274 	Y22.97053 	Z1.67618
N3312 	G01 	X26.40173 	Y22.97053 	Z1.67718
N3313 	G01 	X27.00100 	Y22.97053 	Z1.67986
N3314 	G01 	X27.60051 	Y22.97053 	Z1.68428
N3315 	G01 	X28.20022 	Y22.97053 	Z1.69050
N3316 	G01 	X28.80006 	Y22.97053 	Z1.69859
N3317 	G01 	X29.40001 	Y22.97053 	Z1.70860
N3318 	G01 	X30.00000 	Y22.97053 	Z1.72059

N3319 	G01 	X30.00000 	Y23.25132 	Z1.71476
N3320 	G01 	X29.40001 	Y23.25132 	Z1.70316
N3321 	G01 	X28.80006 	Y23.25132 	Z1.69346
N3322 	G01 	X28.20022 	Y23.25132 	Z1.68562
N3323 	G01 	X27.60051 	Y23.25132 	Z1.67958
N3324 	G01 	X27.00100 	Y23.25132 	Z1.67527
N3325 	G01 	X26.40173 	Y23.25132 	Z1.67266
N3326 	G01 	X25.80274 	Y23.25132 	Z1.67167
N3327 	G01 	X25.20410 	Y23.25132 	Z1.67226
N3328 	G01 	X24.60583 	Y23.25132 	Z1.67437
N3329 	G01 	X24.00800 	Y23.25132 	Z1.67793
N3330 	G01 	X23.41065 	Y23.25132 	Z1.68291
N3331 	G01 	X22.81382 	Y23.25132 	Z1.68923
N3332 	G01 	X22.21758 	Y23.25132 	Z1.69684
N3333 	G01 	X21.62195 	Y23.25132 	Z1.70569
N3334 	G01 	X21.02700 	Y23.25132 	Z1.71573
N3335 	G01 	X20.43277 	Y23.25132 	Z1.72688
N3336 	G01 	X19.83930 	Y23.25132 	Z1.73911
N3337 	G01 	X19.24666 	Y23.25132 	Z1.75235
N3338 	G01 	X18.65487 	Y23.25132 	Z1.76654
N3339 	G01 	X18.06400 	Y23.25132 	Z1.78164
N3340 	G01 	X17.47409 	Y23.25132 	Z1.79758
N3341 	G01 	X16.88518 	Y23.25132 	Z1.81431
N3342 	G01 	X16.29734 	Y23.25132 	Z1.83176
N3343 	G01 	X15.71059 	Y23.25132 	Z1.84990
N3344 	G01 	X15.12500 	Y23.25132 	Z1.86865
N3345 	G01 	X14.54061 	Y23.25132 	Z1.88797
N3346 	G01 	X13.95746 	Y23.25132 	Z1.90780
N3347 	G01 	X13.37562 	Y23.25132 	Z1.92808
N3348 	G01 	X12.79511 	Y23.25132 	Z1.94875
N3349 	G01 	X12.21600 	Y23.25132 	Z1.96976
N3350 	G01 	X11.63833 	Y23.25132 	Z1.99105
N3351 	G01 	X11.06214 	Y23.25132 	Z2.01258
N3352 	G01 	X10.48750 	Y23.25132 	Z2.03427
N3353 	G01 	X9.91443 	Y23.25132 	Z2.05608
N3354 	G01 	X9.34300 	Y23.25132 	Z2.07794
N3355 	G01 	X8.77325 	Y23.25132 	Z2.09981
N3356 	G01 	X8.20522 	Y23.25132 	Z2.12162
N3357 	G01 	X7.63898 	Y23.25132 	Z2.14333
N3358 	G01 	X7.07455 	Y23.25132 	Z2.16486
N3359 	G01 	X6.51200 	Y23.25132 	Z2.18618
N3360 	G01 	X5.95137 	Y23.25132 	Z2.20722
N3361 	G01 	X5.39270 	Y23.25132 	Z2.22792
N3362 	G01 	X4.83606 	Y23.25132 	Z2.24824
N3363 	G01 	X4.28147 	Y23.25132 	Z2.26810
N3364 	G01 	X3.72900 	Y23.25132 	Z2.28747
N3365 	G01 	X3.17869 	Y23.25132 	Z2.30627
N3366 	G01 	X2.63058 	Y23.25132 	Z2.32446
N3367 	G01 	X2.08474 	Y23.25132 	Z2.34198
N3368 	G01 	X1.54119 	Y23.25132 	Z2.35877
N3369 	G01 	X1.00000 	Y23.25132 	Z2.37478

N3370 	G01 	X1.00000 	Y23.53211 	Z2.38176
N3371 	G01 	X1.54119 	Y23.53211 	Z2.36396
N3372 	G01 	X2.08474 	Y23.53211 	Z2.34552
N3373 	G01 	X2.63058 	Y23.53211 	Z2.32647
N3374 	G01 	X3.17869 	Y23.53211 	Z2.30687
N3375 	G01 	X3.72900 	Y23.53211 	Z2.28678
N3376 	G01 	X4.28147 	Y23.53211 	Z2.26624
N3377 	G01 	X4.83606 	Y23.53211 	Z2.24531
N3378 	G01 	X5.39270 	Y23.53211 	Z2.22404
N3379 	G01 	X5.95137 	Y23.53211 	Z2.20247
N3380 	G01 	X6.51200 	Y23.53211 	Z2.18067
N3381 	G01 	X7.07455 	Y23.53211 	Z2.15868
N3382 	G01 	X7.63898 	Y23.53211 	Z2.13656
N3383 	G01 	X8.20522 	Y23.53211 	Z2.11435
N3384 	G01 	X8.77325 	Y23.53211 	Z2.09212
N3385 	G01 	X9.34300 	Y23.53211 	Z2.06990
N3386 	G01 	X9.91443 	Y23.53211 	Z2.04776
N3387 	G01 	X10.48750 	Y23.53211 	Z2.02574
N3388 	G01 	X11.06214 	Y23.53211 	Z2.00390
N3389 	G01 	X11.63833 	Y23.53211 	Z1.98229
N3390 	G01 	X12.21600 	Y23.53211 	Z1.96096
N3391 	G01 	X12.79511 	Y23.53211 	Z1.93996
N3392 	G01 	X13.37562 	Y23.53211 	Z1.91934
N3393 	G01 	X13.95746 	Y23.53211 	Z1.89916
N3394 	G01 	X14.54061 	Y23.53211 	Z1.87947
N3395 	G01 	X15.12500 	Y23.53211 	Z1.86032
N3396 	G01 	X15.71059 	Y23.53211 	Z1.84176
N3397 	G01 	X16.29734 	Y23.53211 	Z1.82384
N3398 	G01 	X16.88518 	Y23.53211 	Z1.80661
N3399 	G01 	X17.47409 	Y23.53211 	Z1.79014
N3400 	G01 	X18.06400 	Y23.53211 	Z1.77446
N3401 	G01 	X18.65487 	Y23.53211 	Z1.75963
N3402 	G01 	X19.24666 	Y23.53211 	Z1.74570
N3403 	G01 	X19.83930 	Y23.53211 	Z1.73273
N3404 	G01 	X20.43277 	Y23.53211 	Z1.72077
N3405 	G01 	X21.02700 	Y23.53211 	Z1.70986
N3406 	G01 	X21.62195 	Y23.53211 	Z1.70006
N3407 	G01 	X22.21758 	Y23.53211 	Z1.69142
N3408 	G01 	X22.81382 	Y23.53211 	Z1.68400
N3409 	G01 	X23.41065 	Y23.53211 	Z1.67784
N3410 	G01 	X24.00800 	Y23.53211 	Z1.67300
N3411 	G01 	X24.60583 	Y23.53211 	Z1.66953
N3412 	G01 	X25.20410 	Y23.53211 	Z1.66747
N3413 	G01 	X25.80274 	Y23.53211 	Z1.66689
N3414 	G01 	X26.40173 	Y23.53211 	Z1.66784
N3415 	G01 	X27.00100 	Y23.53211 	Z1.67036
N3416 	G01 	X27.60051 	Y23.53211 	Z1.67451
N3417 	G01 	X28.20022 	Y23.53211 	Z1.68033
N3418 	G01 	X28.80006 	Y23.53211 	Z1.68789
N3419 	G01 	X29.40001 	Y23.53211 	Z1.69724
N3420 	G01 	X30.00000 	Y23.53211 	Z1.70841

N3421 	G01 	X30.00000 	Y23.81290 	Z1.70154
N3422 	G01 	X29.40001 	Y23.81290 	Z1.69083
N3423 	G01 	X28.80006 	Y23.81290 	Z1.68189
N3424 	G01 	X28.20022 	Y23.81290 	Z1.67465
N3425 	G01 	X27.60051 	Y23.81290 	Z1.66907
N3426 	G01 	X27.00100 	Y23.81290 	Z1.66511
N3427 	G01 	X26.40173 	Y23.81290 	Z1.66272
N3428 	G01 	X25.80274 	Y23.81290 	Z1.66184
N3429 	G01 	X25.20410 	Y23.81290 	Z1.66244
N3430 	G01 	X24.60583 	Y23.81290 	Z1.66446
N3431 	G01 	X24.00800 	Y23.81290 	Z1.66786
N3432 	G01 	X23.41065 	Y23.81290 	Z1.67259
N3433 	G01 	X22.81382 	Y23.81290 	Z1.67861
N3434 	G01 	X22.21758 	Y23.81290 	Z1.68585
N3435 	G01 	X21.62195 	Y23.81290 	Z1.69429
N3436 	G01 	X21.02700 	Y23.81290 	Z1.70386
N3437 	G01 	X20.43277 	Y23.81290 	Z1.71453
N3438 	G01 	X19.83930 	Y23.81290 	Z1.72624
N3439 	G01 	X19.24666 	Y23.81290 	Z1.73895
N3440 	G01 	X18.65487 	Y23.81290 	Z1.75261
N3441 	G01 	X18.06400 	Y23.81290 	Z1.76717
N3442 	G01 	X17.47409 	Y23.81290 	Z1.78259
N3443 	G01 	X16.88518 	Y23.81290 	Z1.79881
N3444 	G01 	X16.29734 	Y23.81290 	Z1.81580
N3445 	G01 	X15.71059 	Y23.81290 	Z1.83349
N3446 	G01 	X15.12500 	Y23.81290 	Z1.85185
N3447 	G01 	X14.54061 	Y23.81290 	Z1.87083
N3448 	G01 	X13.95746 	Y23.81290 	Z1.89038
N3449 	G01 	X13.37562 	Y23.81290 	Z1.91045
N3450 	G01 	X12.79511 	Y23.81290 	Z1.93100
N3451 	G01 	X12.21600 	Y23.81290 	Z1.95197
N3452 	G01 	X11.63833 	Y23.81290 	Z1.97332
N3453 	G01 	X11.06214 	Y23.81290 	Z1.99501
N3454 	G01 	X10.48750 	Y23.81290 	Z2.01698
N3455 	G01 	X9.91443 	Y23.81290 	Z2.03919
N3456 	G01 	X9.34300 	Y23.81290 	Z2.06159
N3457 	G01 	X8.77325 	Y23.81290 	Z2.08413
N3458 	G01 	X8.20522 	Y23.81290 	Z2.10676
N3459 	G01 	X7.63898 	Y23.81290 	Z2.12945
N3460 	G01 	X7.07455 	Y23.81290 	Z2.15213
N3461 	G01 	X6.51200 	Y23.81290 	Z2.17477
N3462 	G01 	X5.95137 	Y23.81290 	Z2.19731
N3463 	G01 	X5.39270 	Y23.81290 	Z2.21971
N3464 	G01 	X4.83606 	Y23.81290 	Z2.24192
N3465 	G01 	X4.28147 	Y23.81290 	Z2.26389
N3466 	G01 	X3.72900 	Y23.81290 	Z2.28558
N3467 	G01 	X3.17869 	Y23.81290 	Z2.30693
N3468 	G01 	X2.63058 	Y23.81290 	Z2.32791
N3469 	G01 	X2.08474 	Y23.81290 	Z2.34846
N3470 	G01 	X1.54119 	Y23.81290 	Z2.36853
N3471 	G01 	X1.00000 	Y23.81290 	Z2.38808

N3472 	G01 	X1.00000 	Y24.09369 	Z2.39374
N3473 	G01 	X1.54119 	Y24.09369 	Z2.37246
N3474 	G01 	X2.08474 	Y24.09369 	Z2.35079
N3475 	G01 	X2.63058 	Y24.09369 	Z2.32877
N3476 	G01 	X3.17869 	Y24.09369 	Z2.30644
N3477 	G01 	X3.72900 	Y24.09369 	Z2.28385
N3478 	G01 	X4.28147 	Y24.09369 	Z2.26105
N3479 	G01 	X4.83606 	Y24.09369 	Z2.23806
N3480 	G01 	X5.39270 	Y24.09369 	Z2.21494
N3481 	G01 	X5.95137 	Y24.09369 	Z2.19173
N3482 	G01 	X6.51200 	Y24.09369 	Z2.16848
N3483 	G01 	X7.07455 	Y24.09369 	Z2.14522
N3484 	G01 	X7.63898 	Y24.09369 	Z2.12199
N3485 	G01 	X8.20522 	Y24.09369 	Z2.09886
N3486 	G01 	X8.77325 	Y24.09369 	Z2.07584
N3487 	G01 	X9.34300 	Y24.09369 	Z2.05300
N3488 	G01 	X9.91443 	Y24.09369 	Z2.03036
N3489 	G01 	X10.48750 	Y24.09369 	Z2.00798
N3490 	G01 	X11.06214 	Y24.09369 	Z1.98590
N3491 	G01 	X11.63833 	Y24.09369 	Z1.96415
N3492 	G01 	X12.21600 	Y24.09369 	Z1.94280
N3493 	G01 	X12.79511 	Y24.09369 	Z1.92186
N3494 	G01 	X13.37562 	Y24.09369 	Z1.90140
N3495 	G01 	X13.95746 	Y24.09369 	Z1.88145
N3496 	G01 	X14.54061 	Y24.09369 	Z1.86206
N3497 	G01 	X15.12500 	Y24.09369 	Z1.84327
N3498 	G01 	X15.71059 	Y24.09369 	Z1.82511
N3499 	G01 	X16.29734 	Y24.09369 	Z1.80765
N3500 	G01 	X16.88518 	Y24.09369 	Z1.79091
N3501 	G01 	X17.47409 	Y24.09369 	Z1.77494
N3502 	G01 	X18.06400 	Y24.09369 	Z1.75979
N3503 	G01 	X18.65487 	Y24.09369 	Z1.74549
N3504 	G01 	X19.24666 	Y24.09369 	Z1.73210
N3505 	G01 	X19.83930 	Y24.09369 	Z1.71965
N3506 	G01 	X20.43277 	Y24.09369 	Z1.70818
N3507 	G01 	X21.02700 	Y24.09369 	Z1.69775
N3508 	G01 	X21.62195 	Y24.09369 	Z1.68839
N3509 	G01 	X22.21758 	Y24.09369 	Z1.68015
N3510 	G01 	X22.81382 	Y24.09369 	Z1.67306
N3511 	G01 	X23.41065 	Y24.09369 	Z1.66718
N3512 	G01 	X24.00800 	Y24.09369 	Z1.66254
N3513 	G01 	X24.60583 	Y24.09369 	Z1.65919
N3514 	G01 	X25.20410 	Y24.09369 	Z1.65717
N3515 	G01 	X25.80274 	Y24.09369 	Z1.65653
N3516 	G01 	X26.40173 	Y24.09369 	Z1.65730
N3517 	G01 	X27.00100 	Y24.09369 	Z1.65954
N3518 	G01 	X27.60051 	Y24.09369 	Z1.66328
N3519 	G01 	X28.20022 	Y24.09369 	Z1.66857
N3520 	G01 	X28.80006 	Y24.09369 	Z1.67544
N3521 	G01 	X29.40001 	Y24.09369 	Z1.68395
N3522 	G01 	X30.00000 	Y24.09369 	Z1.69414

